,0
/global/scratch/akashgokul/mined_scannet_chairs/scene0180_00/8/model.obj,7121296a75c725aee8f8c11a24c52ebb
/global/scratch/akashgokul/mined_scannet_chairs/scene0180_00/14/model.obj,7121296a75c725aee8f8c11a24c52ebb
/global/scratch/akashgokul/mined_scannet_chairs/scene0180_00/6/model.obj,7121296a75c725aee8f8c11a24c52ebb
/global/scratch/akashgokul/mined_scannet_chairs/scene0180_00/2/model.obj,7121296a75c725aee8f8c11a24c52ebb
/global/scratch/akashgokul/mined_scannet_chairs/scene0180_00/10/model.obj,7121296a75c725aee8f8c11a24c52ebb
/global/scratch/akashgokul/mined_scannet_chairs/scene0180_00/9/model.obj,7121296a75c725aee8f8c11a24c52ebb
/global/scratch/akashgokul/mined_scannet_chairs/scene0180_00/7/model.obj,7121296a75c725aee8f8c11a24c52ebb
/global/scratch/akashgokul/mined_scannet_chairs/scene0180_00/0/model.obj,7121296a75c725aee8f8c11a24c52ebb
/global/scratch/akashgokul/mined_scannet_chairs/scene0180_00/1/model.obj,7121296a75c725aee8f8c11a24c52ebb
/global/scratch/akashgokul/mined_scannet_chairs/scene0180_00/5/model.obj,7121296a75c725aee8f8c11a24c52ebb
/global/scratch/akashgokul/mined_scannet_chairs/scene0020_00/0/model.obj,41f3a12d9f29f204dbbc9440457e303e
/global/scratch/akashgokul/mined_scannet_chairs/scene0705_00/0/model.obj,8e76d0002b592ef91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0256_00/2/model.obj,508450cc9ab2a5fa98cfd47a860803c5
/global/scratch/akashgokul/mined_scannet_chairs/scene0430_00/17/model.obj,bf9f2ecb581640bdf91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0430_00/21/model.obj,bf9f2ecb581640bdf91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0430_00/11/model.obj,bf9f2ecb581640bdf91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0430_00/18/model.obj,bf9f2ecb581640bdf91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0430_00/19/model.obj,bf9f2ecb581640bdf91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0430_00/23/model.obj,bf9f2ecb581640bdf91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0430_00/16/model.obj,bf9f2ecb581640bdf91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0430_00/13/model.obj,bf9f2ecb581640bdf91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0430_00/12/model.obj,bf9f2ecb581640bdf91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0430_00/8/model.obj,bf9f2ecb581640bdf91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0430_00/20/model.obj,bf9f2ecb581640bdf91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0430_00/14/model.obj,bf9f2ecb581640bdf91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0430_00/6/model.obj,bf9f2ecb581640bdf91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0430_00/15/model.obj,bf9f2ecb581640bdf91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0430_00/10/model.obj,bf9f2ecb581640bdf91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0430_00/9/model.obj,bf9f2ecb581640bdf91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0430_00/7/model.obj,bf9f2ecb581640bdf91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0430_00/22/model.obj,bf9f2ecb581640bdf91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0604_00/8/model.obj,d8e2bf1107567774504721639e19f609
/global/scratch/akashgokul/mined_scannet_chairs/scene0604_00/10/model.obj,3289bcc9bf8f5dab48d8ff57878739ca
/global/scratch/akashgokul/mined_scannet_chairs/scene0604_00/5/model.obj,2952ec189e993eeb17e114a7b3c6fb1
/global/scratch/akashgokul/mined_scannet_chairs/scene0380_00/8/model.obj,9368cd9028151e1e9d51a07a5989d077
/global/scratch/akashgokul/mined_scannet_chairs/scene0380_00/6/model.obj,22086876a4f3bba0504721639e19f609
/global/scratch/akashgokul/mined_scannet_chairs/scene0380_00/1/model.obj,bdc892547cceb2ef34dedfee80b7006
/global/scratch/akashgokul/mined_scannet_chairs/scene0305_00/6/model.obj,bdc892547cceb2ef34dedfee80b7006
/global/scratch/akashgokul/mined_scannet_chairs/scene0305_00/9/model.obj,7b8e24c31b7509b6dec3f6fd3a03085e
/global/scratch/akashgokul/mined_scannet_chairs/scene0305_00/5/model.obj,bdc892547cceb2ef34dedfee80b7006
/global/scratch/akashgokul/mined_scannet_chairs/scene0142_00/21/model.obj,6f36520144753550f91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0142_00/13/model.obj,a7f0f0dce71747624671d97b0fd17f51
/global/scratch/akashgokul/mined_scannet_chairs/scene0142_00/14/model.obj,4aa9b5829edec8ac4671d97b0fd17f51
/global/scratch/akashgokul/mined_scannet_chairs/scene0142_00/6/model.obj,cb78334a5ad9517d7a31dd5af93fdb5c
/global/scratch/akashgokul/mined_scannet_chairs/scene0142_00/15/model.obj,4aa9b5829edec8ac4671d97b0fd17f51
/global/scratch/akashgokul/mined_scannet_chairs/scene0192_00/4/model.obj,d1af84d4d2af1181c442c1fbb1afe9c5
/global/scratch/akashgokul/mined_scannet_chairs/scene0192_00/3/model.obj,d1af84d4d2af1181c442c1fbb1afe9c5
/global/scratch/akashgokul/mined_scannet_chairs/scene0192_00/2/model.obj,d1af84d4d2af1181c442c1fbb1afe9c5
/global/scratch/akashgokul/mined_scannet_chairs/scene0192_00/1/model.obj,d1af84d4d2af1181c442c1fbb1afe9c5
/global/scratch/akashgokul/mined_scannet_chairs/scene0668_00/11/model.obj,a564c8a43f6a7ba5199f2eca998ded6d
/global/scratch/akashgokul/mined_scannet_chairs/scene0668_00/13/model.obj,3ede0a86fff6f79632284c722d808bec
/global/scratch/akashgokul/mined_scannet_chairs/scene0668_00/12/model.obj,3ede0a86fff6f79632284c722d808bec
/global/scratch/akashgokul/mined_scannet_chairs/scene0668_00/14/model.obj,3ede0a86fff6f79632284c722d808bec
/global/scratch/akashgokul/mined_scannet_chairs/scene0668_00/10/model.obj,a564c8a43f6a7ba5199f2eca998ded6d
/global/scratch/akashgokul/mined_scannet_chairs/scene0668_00/9/model.obj,7facccfa81369078a8930422448288ea
/global/scratch/akashgokul/mined_scannet_chairs/scene0371_00/4/model.obj,8e76d0002b592ef91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0371_00/3/model.obj,8e76d0002b592ef91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0371_00/2/model.obj,8e76d0002b592ef91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0371_00/5/model.obj,7121296a75c725aee8f8c11a24c52ebb
/global/scratch/akashgokul/mined_scannet_chairs/scene0568_00/8/model.obj,4a19f4e47476ee654b3c42e318f3affc
/global/scratch/akashgokul/mined_scannet_chairs/scene0568_00/10/model.obj,cc3d9160369d09845e61ef8e2af97499
/global/scratch/akashgokul/mined_scannet_chairs/scene0568_00/9/model.obj,cc3d9160369d09845e61ef8e2af97499
/global/scratch/akashgokul/mined_scannet_chairs/scene0568_00/7/model.obj,8ab6783b1dfbf3a8a5d9ad16964840ab
/global/scratch/akashgokul/mined_scannet_chairs/scene0467_00/8/model.obj,8f248770aa0b4d41e6fe3612af521500
/global/scratch/akashgokul/mined_scannet_chairs/scene0054_00/18/model.obj,341c9b0583d31770492d9da2668ec34c
/global/scratch/akashgokul/mined_scannet_chairs/scene0054_00/15/model.obj,5008eca8deba6555ee229bc98ff4457e
/global/scratch/akashgokul/mined_scannet_chairs/scene0054_00/10/model.obj,56e194146b9e584b3321831d2245cf06
/global/scratch/akashgokul/mined_scannet_chairs/scene0202_00/3/model.obj,8f217a409c5407ade6fe3612af521500
/global/scratch/akashgokul/mined_scannet_chairs/scene0202_00/2/model.obj,8f217a409c5407ade6fe3612af521500
/global/scratch/akashgokul/mined_scannet_chairs/scene0202_00/1/model.obj,8f217a409c5407ade6fe3612af521500
/global/scratch/akashgokul/mined_scannet_chairs/scene0424_00/2/model.obj,813f84c21a081253c02e349cb722a77a
/global/scratch/akashgokul/mined_scannet_chairs/scene0424_00/10/model.obj,8ab6783b1dfbf3a8a5d9ad16964840ab
/global/scratch/akashgokul/mined_scannet_chairs/scene0424_00/1/model.obj,813f84c21a081253c02e349cb722a77a
/global/scratch/akashgokul/mined_scannet_chairs/scene0150_00/4/model.obj,3af90da238ac4ddbf91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0150_00/3/model.obj,3af90da238ac4ddbf91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0150_00/6/model.obj,3af90da238ac4ddbf91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0150_00/2/model.obj,3af90da238ac4ddbf91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0150_00/7/model.obj,3af90da238ac4ddbf91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0150_00/5/model.obj,3af90da238ac4ddbf91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0456_00/4/model.obj,74ae50b70108ca1118775c05a821f9ab
/global/scratch/akashgokul/mined_scannet_chairs/scene0456_00/3/model.obj,74ae50b70108ca1118775c05a821f9ab
/global/scratch/akashgokul/mined_scannet_chairs/scene0456_00/8/model.obj,74ae50b70108ca1118775c05a821f9ab
/global/scratch/akashgokul/mined_scannet_chairs/scene0456_00/6/model.obj,74ae50b70108ca1118775c05a821f9ab
/global/scratch/akashgokul/mined_scannet_chairs/scene0456_00/2/model.obj,74ae50b70108ca1118775c05a821f9ab
/global/scratch/akashgokul/mined_scannet_chairs/scene0456_00/10/model.obj,74ae50b70108ca1118775c05a821f9ab
/global/scratch/akashgokul/mined_scannet_chairs/scene0456_00/9/model.obj,74ae50b70108ca1118775c05a821f9ab
/global/scratch/akashgokul/mined_scannet_chairs/scene0456_00/7/model.obj,74ae50b70108ca1118775c05a821f9ab
/global/scratch/akashgokul/mined_scannet_chairs/scene0456_00/5/model.obj,74ae50b70108ca1118775c05a821f9ab
/global/scratch/akashgokul/mined_scannet_chairs/scene0156_00/4/model.obj,8efb37e93b208234671d97b0fd17f51
/global/scratch/akashgokul/mined_scannet_chairs/scene0156_00/3/model.obj,8efb37e93b208234671d97b0fd17f51
/global/scratch/akashgokul/mined_scannet_chairs/scene0156_00/8/model.obj,db549976c0b7b960d42ec7e303174a87
/global/scratch/akashgokul/mined_scannet_chairs/scene0156_00/6/model.obj,8efb37e93b208234671d97b0fd17f51
/global/scratch/akashgokul/mined_scannet_chairs/scene0156_00/2/model.obj,d67d52783e2ef9b76179a6634d17b74
/global/scratch/akashgokul/mined_scannet_chairs/scene0156_00/7/model.obj,8efb37e93b208234671d97b0fd17f51
/global/scratch/akashgokul/mined_scannet_chairs/scene0156_00/1/model.obj,d67d52783e2ef9b76179a6634d17b74
/global/scratch/akashgokul/mined_scannet_chairs/scene0156_00/5/model.obj,8efb37e93b208234671d97b0fd17f51
/global/scratch/akashgokul/mined_scannet_chairs/scene0684_00/2/model.obj,e9a8bc335a7faf78f91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0614_00/11/model.obj,709a5038988a70f58e6803fc947043b9
/global/scratch/akashgokul/mined_scannet_chairs/scene0614_00/18/model.obj,541746ddb47aa2af4e186c8346f12e6
/global/scratch/akashgokul/mined_scannet_chairs/scene0614_00/8/model.obj,9e14d77634cf619f174b6156db666192
/global/scratch/akashgokul/mined_scannet_chairs/scene0614_00/2/model.obj,60647c98b5fc96b13002761e7a3ba3bd
/global/scratch/akashgokul/mined_scannet_chairs/scene0614_00/10/model.obj,709a5038988a70f58e6803fc947043b9
/global/scratch/akashgokul/mined_scannet_chairs/scene0614_00/1/model.obj,5bc916f8b9d0a7c6b40f0ac0fb9a650d
/global/scratch/akashgokul/mined_scannet_chairs/scene0102_00/4/model.obj,b1da0d9aab6d2308608505d960f2a393
/global/scratch/akashgokul/mined_scannet_chairs/scene0102_00/3/model.obj,b1da0d9aab6d2308608505d960f2a393
/global/scratch/akashgokul/mined_scannet_chairs/scene0102_00/6/model.obj,b1da0d9aab6d2308608505d960f2a393
/global/scratch/akashgokul/mined_scannet_chairs/scene0102_00/2/model.obj,b1da0d9aab6d2308608505d960f2a393
/global/scratch/akashgokul/mined_scannet_chairs/scene0102_00/1/model.obj,b1da0d9aab6d2308608505d960f2a393
/global/scratch/akashgokul/mined_scannet_chairs/scene0102_00/5/model.obj,b1da0d9aab6d2308608505d960f2a393
/global/scratch/akashgokul/mined_scannet_chairs/scene0372_00/17/model.obj,78952b099c650a85d42ec7e303174a87
/global/scratch/akashgokul/mined_scannet_chairs/scene0372_00/21/model.obj,78952b099c650a85d42ec7e303174a87
/global/scratch/akashgokul/mined_scannet_chairs/scene0372_00/11/model.obj,78952b099c650a85d42ec7e303174a87
/global/scratch/akashgokul/mined_scannet_chairs/scene0372_00/18/model.obj,78952b099c650a85d42ec7e303174a87
/global/scratch/akashgokul/mined_scannet_chairs/scene0372_00/19/model.obj,78952b099c650a85d42ec7e303174a87
/global/scratch/akashgokul/mined_scannet_chairs/scene0372_00/16/model.obj,78952b099c650a85d42ec7e303174a87
/global/scratch/akashgokul/mined_scannet_chairs/scene0372_00/13/model.obj,78952b099c650a85d42ec7e303174a87
/global/scratch/akashgokul/mined_scannet_chairs/scene0372_00/12/model.obj,78952b099c650a85d42ec7e303174a87
/global/scratch/akashgokul/mined_scannet_chairs/scene0372_00/8/model.obj,78952b099c650a85d42ec7e303174a87
/global/scratch/akashgokul/mined_scannet_chairs/scene0372_00/20/model.obj,78952b099c650a85d42ec7e303174a87
/global/scratch/akashgokul/mined_scannet_chairs/scene0372_00/14/model.obj,78952b099c650a85d42ec7e303174a87
/global/scratch/akashgokul/mined_scannet_chairs/scene0372_00/6/model.obj,78952b099c650a85d42ec7e303174a87
/global/scratch/akashgokul/mined_scannet_chairs/scene0372_00/15/model.obj,78952b099c650a85d42ec7e303174a87
/global/scratch/akashgokul/mined_scannet_chairs/scene0372_00/10/model.obj,78952b099c650a85d42ec7e303174a87
/global/scratch/akashgokul/mined_scannet_chairs/scene0372_00/9/model.obj,78952b099c650a85d42ec7e303174a87
/global/scratch/akashgokul/mined_scannet_chairs/scene0372_00/7/model.obj,78952b099c650a85d42ec7e303174a87
/global/scratch/akashgokul/mined_scannet_chairs/scene0207_00/11/model.obj,3289bcc9bf8f5dab48d8ff57878739ca
/global/scratch/akashgokul/mined_scannet_chairs/scene0207_00/13/model.obj,95d082c78ea0b1befe52ffd0e748a1ab
/global/scratch/akashgokul/mined_scannet_chairs/scene0207_00/12/model.obj,3289bcc9bf8f5dab48d8ff57878739ca
/global/scratch/akashgokul/mined_scannet_chairs/scene0207_00/9/model.obj,9368cd9028151e1e9d51a07a5989d077
/global/scratch/akashgokul/mined_scannet_chairs/scene0466_00/17/model.obj,4178fab56c04a32ae8f8c11a24c52ebb
/global/scratch/akashgokul/mined_scannet_chairs/scene0466_00/11/model.obj,a3acfe6f313ab881bb088904f7cb154
/global/scratch/akashgokul/mined_scannet_chairs/scene0466_00/4/model.obj,a3acfe6f313ab881bb088904f7cb154
/global/scratch/akashgokul/mined_scannet_chairs/scene0466_00/18/model.obj,4178fab56c04a32ae8f8c11a24c52ebb
/global/scratch/akashgokul/mined_scannet_chairs/scene0466_00/19/model.obj,4178fab56c04a32ae8f8c11a24c52ebb
/global/scratch/akashgokul/mined_scannet_chairs/scene0466_00/3/model.obj,4178fab56c04a32ae8f8c11a24c52ebb
/global/scratch/akashgokul/mined_scannet_chairs/scene0466_00/16/model.obj,4178fab56c04a32ae8f8c11a24c52ebb
/global/scratch/akashgokul/mined_scannet_chairs/scene0466_00/13/model.obj,4178fab56c04a32ae8f8c11a24c52ebb
/global/scratch/akashgokul/mined_scannet_chairs/scene0466_00/12/model.obj,4178fab56c04a32ae8f8c11a24c52ebb
/global/scratch/akashgokul/mined_scannet_chairs/scene0466_00/8/model.obj,654b7415b53b5138fc5718d28351c534
/global/scratch/akashgokul/mined_scannet_chairs/scene0466_00/14/model.obj,4178fab56c04a32ae8f8c11a24c52ebb
/global/scratch/akashgokul/mined_scannet_chairs/scene0466_00/6/model.obj,a3acfe6f313ab881bb088904f7cb154
/global/scratch/akashgokul/mined_scannet_chairs/scene0466_00/2/model.obj,4178fab56c04a32ae8f8c11a24c52ebb
/global/scratch/akashgokul/mined_scannet_chairs/scene0466_00/15/model.obj,4178fab56c04a32ae8f8c11a24c52ebb
/global/scratch/akashgokul/mined_scannet_chairs/scene0466_00/10/model.obj,8e76d0002b592ef91663a74ccd2338
/global/scratch/akashgokul/mined_scannet_chairs/scene0466_00/9/model.obj,a3acfe6f313ab881bb088904f7cb154
/global/scratch/akashgokul/mined_scannet_chairs/scene0466_00/7/model.obj,a3acfe6f313ab881bb088904f7cb154
/global/scratch/akashgokul/mined_scannet_chairs/scene0466_00/0/model.obj,40747ff0ea92f134c409eaceb0331214
/global/scratch/akashgokul/mined_scannet_chairs/scene0466_00/1/model.obj,d5424b7fdd031fcdd41c21de8af66e26
/global/scratch/akashgokul/mined_scannet_chairs/scene0466_00/5/model.obj,654b7415b53b5138fc5718d28351c534
/global/scratch/akashgokul/mined_scannet_chairs/scene0188_00/17/model.obj,94e5d7fb2ff59ff98a94168388287ad5
/global/scratch/akashgokul/mined_scannet_chairs/scene0188_00/11/model.obj,94e5d7fb2ff59ff98a94168388287ad5
/global/scratch/akashgokul/mined_scannet_chairs/scene0188_00/16/model.obj,94e5d7fb2ff59ff98a94168388287ad5
/global/scratch/akashgokul/mined_scannet_chairs/scene0188_00/13/model.obj,94e5d7fb2ff59ff98a94168388287ad5
/global/scratch/akashgokul/mined_scannet_chairs/scene0188_00/12/model.obj,94e5d7fb2ff59ff98a94168388287ad5
/global/scratch/akashgokul/mined_scannet_chairs/scene0188_00/8/model.obj,94e5d7fb2ff59ff98a94168388287ad5
/global/scratch/akashgokul/mined_scannet_chairs/scene0188_00/14/model.obj,94e5d7fb2ff59ff98a94168388287ad5
/global/scratch/akashgokul/mined_scannet_chairs/scene0188_00/6/model.obj,94e5d7fb2ff59ff98a94168388287ad5
/global/scratch/akashgokul/mined_scannet_chairs/scene0188_00/15/model.obj,94e5d7fb2ff59ff98a94168388287ad5
/global/scratch/akashgokul/mined_scannet_chairs/scene0188_00/10/model.obj,94e5d7fb2ff59ff98a94168388287ad5
/global/scratch/akashgokul/mined_scannet_chairs/scene0188_00/9/model.obj,94e5d7fb2ff59ff98a94168388287ad5
/global/scratch/akashgokul/mined_scannet_chairs/scene0188_00/7/model.obj,94e5d7fb2ff59ff98a94168388287ad5
/global/scratch/akashgokul/mined_scannet_chairs/scene0616_00/8/model.obj,1be38f2624022098f71e06115e9c3b3e
/global/scratch/akashgokul/mined_scannet_chairs/scene0616_00/6/model.obj,1be38f2624022098f71e06115e9c3b3e
/global/scratch/akashgokul/mined_scannet_chairs/scene0616_00/2/model.obj,a1575aa70fbaab0fc05575120a46cd3b
/global/scratch/akashgokul/mined_scannet_chairs/scene0616_00/10/model.obj,a1575aa70fbaab0fc05575120a46cd3b
/global/scratch/akashgokul/mined_scannet_chairs/scene0616_00/9/model.obj,2a39dbeb52262b975babe43b460dfe6e
/global/scratch/akashgokul/mined_scannet_chairs/scene0616_00/7/model.obj,1be38f2624022098f71e06115e9c3b3e
/global/scratch/akashgokul/mined_scannet_chairs/scene0616_00/5/model.obj,1be38f2624022098f71e06115e9c3b3e
/global/scratch/akashgokul/mined_scannet_chairs/scene0151_00/1/model.obj,4c1d6b12b48a80b0ebd10747ca93b13b
/global/scratch/akashgokul/mined_scannet_chairs/scene0168_00/18/model.obj,64a699cf5b2a43473f7e27638e63d848
/global/scratch/akashgokul/mined_scannet_chairs/scene0470_00/4/model.obj,235c8ef29ef5fc5bafd49046c1129780
/global/scratch/akashgokul/mined_scannet_chairs/scene0470_00/3/model.obj,2c03bcb2a133ce28bb6caad47eee6580
/global/scratch/akashgokul/mined_scannet_chairs/scene0470_00/6/model.obj,bdc892547cceb2ef34dedfee80b7006
/global/scratch/akashgokul/mined_scannet_chairs/scene0470_00/2/model.obj,2c03bcb2a133ce28bb6caad47eee6580
/global/scratch/akashgokul/mined_scannet_chairs/scene0470_00/1/model.obj,b4371c352f96c4d5a6fee8e2140acec9
/global/scratch/akashgokul/mined_scannet_chairs/scene0657_00/17/model.obj,2c548222017955df4530ae9f1281950f
/global/scratch/akashgokul/mined_scannet_chairs/scene0657_00/11/model.obj,2c548222017955df4530ae9f1281950f
/global/scratch/akashgokul/mined_scannet_chairs/scene0657_00/4/model.obj,2c548222017955df4530ae9f1281950f
/global/scratch/akashgokul/mined_scannet_chairs/scene0657_00/3/model.obj,2c548222017955df4530ae9f1281950f
/global/scratch/akashgokul/mined_scannet_chairs/scene0657_00/16/model.obj,2c548222017955df4530ae9f1281950f
/global/scratch/akashgokul/mined_scannet_chairs/scene0657_00/13/model.obj,2c548222017955df4530ae9f1281950f
/global/scratch/akashgokul/mined_scannet_chairs/scene0657_00/12/model.obj,2c548222017955df4530ae9f1281950f
/global/scratch/akashgokul/mined_scannet_chairs/scene0657_00/8/model.obj,2c548222017955df4530ae9f1281950f
/global/scratch/akashgokul/mined_scannet_chairs/scene0657_00/14/model.obj,2c548222017955df4530ae9f1281950f
/global/scratch/akashgokul/mined_scannet_chairs/scene0657_00/6/model.obj,2c548222017955df4530ae9f1281950f
/global/scratch/akashgokul/mined_scannet_chairs/scene0657_00/2/model.obj,2c548222017955df4530ae9f1281950f
/global/scratch/akashgokul/mined_scannet_chairs/scene0657_00/15/model.obj,2c548222017955df4530ae9f1281950f
/global/scratch/akashgokul/mined_scannet_chairs/scene0657_00/10/model.obj,2c548222017955df4530ae9f1281950f
/global/scratch/akashgokul/mined_scannet_chairs/scene0657_00/9/model.obj,2c548222017955df4530ae9f1281950f
/global/scratch/akashgokul/mined_scannet_chairs/scene0657_00/7/model.obj,2c548222017955df4530ae9f1281950f
/global/scratch/akashgokul/mined_scannet_chairs/scene0657_00/0/model.obj,5b9ebc70e9a79b69c77d45d65dc3714
/global/scratch/akashgokul/mined_scannet_chairs/scene0657_00/1/model.obj,2c548222017955df4530ae9f1281950f
/global/scratch/akashgokul/mined_scannet_chairs/scene0657_00/5/model.obj,2c548222017955df4530ae9f1281950f
/global/scratch/akashgokul/mined_scannet_chairs/scene0535_00/6/model.obj,b7d4357aa24126a227a7baff096e3087
/global/scratch/akashgokul/mined_scannet_chairs/scene0535_00/0/model.obj,6df1ecffaa0abdbf327289c00b6dc9ca
/global/scratch/akashgokul/mined_scannet_chairs/scene0535_00/1/model.obj,6ecec258a1b6fe2a6fee8e2140acec9
/global/scratch/akashgokul/mined_scannet_chairs/scene0263_00/2/model.obj,22086876a4f3bba0504721639e19f609
/global/scratch/akashgokul/mined_scannet_chairs/scene0263_00/1/model.obj,22086876a4f3bba0504721639e19f609
/global/scratch/akashgokul/mined_scannet_chairs/scene0427_00/3/model.obj,b50529fcea40cea9e8f8c11a24c52ebb
/global/scratch/akashgokul/mined_scannet_chairs/scene0427_00/2/model.obj,484f0070df7d5375492d9da2668ec34c
/global/scratch/akashgokul/mined_scannet_chairs/scene0427_00/0/model.obj,484f0070df7d5375492d9da2668ec34c
/global/scratch/akashgokul/mined_scannet_chairs/scene0427_00/1/model.obj,484f0070df7d5375492d9da2668ec34c
/global/scratch/akashgokul/mined_scannet_chairs/scene0041_00/25/model.obj,c3ebc70a348051e1af7c7ad2549a1b15
/global/scratch/akashgokul/mined_scannet_chairs/scene0041_00/17/model.obj,c3ebc70a348051e1af7c7ad2549a1b15
/global/scratch/akashgokul/mined_scannet_chairs/scene0041_00/21/model.obj,c3ebc70a348051e1af7c7ad2549a1b15
/global/scratch/akashgokul/mined_scannet_chairs/scene0041_00/27/model.obj,c3ebc70a348051e1af7c7ad2549a1b15
/global/scratch/akashgokul/mined_scannet_chairs/scene0041_00/4/model.obj,c3ebc70a348051e1af7c7ad2549a1b15
/global/scratch/akashgokul/mined_scannet_chairs/scene0041_00/18/model.obj,c3ebc70a348051e1af7c7ad2549a1b15
/global/scratch/akashgokul/mined_scannet_chairs/scene0041_00/24/model.obj,c3ebc70a348051e1af7c7ad2549a1b15
/global/scratch/akashgokul/mined_scannet_chairs/scene0041_00/19/model.obj,c3ebc70a348051e1af7c7ad2549a1b15
/global/scratch/akashgokul/mined_scannet_chairs/scene0041_00/3/model.obj,c3ebc70a348051e1af7c7ad2549a1b15
/global/scratch/akashgokul/mined_scannet_chairs/scene0041_00/23/model.obj,c3ebc70a348051e1af7c7ad2549a1b15
/global/scratch/akashgokul/mined_scannet_chairs/scene0041_00/8/model.obj,c3ebc70a348051e1af7c7ad2549a1b15
/global/scratch/akashgokul/mined_scannet_chairs/scene0041_00/28/model.obj,c3ebc70a348051e1af7c7ad2549a1b15
/global/scratch/akashgokul/mined_scannet_chairs/scene0041_00/20/model.obj,c3ebc70a348051e1af7c7ad2549a1b15
/global/scratch/akashgokul/mined_scannet_chairs/scene0041_00/6/model.obj,c3ebc70a348051e1af7c7ad2549a1b15
